Ticker,Total_BUY,Total_SELL,Total_SHORT,Successful_BUY,Successful_SELL,Successful_SHORT,Active_Strikes
PM,36,20,15,23,12,10,"         Date   Price Signal  Year Strike  StrikeCount
1  2024-07-19  107.12   SELL  2024      X            1
5  2024-05-17  100.27   SELL  2024      X            3
6  2024-05-15  100.34    BUY  2024      X            1
7  2024-05-13   99.29   SELL  2024      X            2
9  2024-04-26   95.47   SELL  2024      X            1
11 2024-04-12   88.85  SHORT  2024      X            1
12 2024-04-09   90.81    BUY  2024      X            2
14 2024-04-02   91.82    BUY  2024      X            1
40 2023-05-05   95.24    BUY  2023      X            3
42 2023-04-28   99.16    BUY  2023      X            2
43 2023-04-21   97.77   SELL  2023      X            2
44 2023-04-18  100.25    BUY  2023      X            1
45 2023-04-10   98.57   SELL  2023      X            1
50 2023-02-10  102.36    BUY  2023      X            1
54 2022-12-27  102.68    BUY  2022      X            2
55 2022-12-19  100.61  SHORT  2022      X            2
56 2022-12-12  102.60    BUY  2022      X            1
57 2022-12-06  102.55   SELL  2022      X            2
59 2022-11-09   91.53   SELL  2022      X            1
63 2022-10-06   85.89  SHORT  2022      X            1
66 2022-09-16   95.56    BUY  2022      X            3
67 2022-09-14   93.70  SHORT  2022      X            2
68 2022-09-08   94.94    BUY  2022      X            2
69 2022-09-06   94.64  SHORT  2022      X            1
70 2022-09-01   96.20    BUY  2022      X            1"
PGR,38,24,13,26,14,6,"         Date   Price Signal  Year Strike  StrikeCount
3  2024-07-09  209.49  SHORT  2024      X            1
4  2024-07-02  210.19    BUY  2024      X            1
5  2024-06-25  210.07   SELL  2024      X            1
9  2024-05-23  205.04  SHORT  2024      X            1
10 2024-05-21  209.38    BUY  2024      X            1
14 2024-04-02  210.03    BUY  2024      X            1
15 2024-03-26  204.78   SELL  2024      X            1
19 2024-02-13  182.08   SELL  2024      X            2
21 2024-01-05  162.71   SELL  2024      X            1
24 2023-12-11  163.42    BUY  2023      X            2
25 2023-12-08  161.17  SHORT  2023      X            3
26 2023-12-05  163.53    BUY  2023      X            1
27 2023-12-01  162.60   SELL  2023      X            2
29 2023-11-03  158.30   SELL  2023      X            1
35 2023-08-08  126.50  SHORT  2023      X            2
36 2023-08-01  126.85    BUY  2023      X            1
37 2023-07-28  125.03  SHORT  2023      X            1
46 2023-04-28  135.17    BUY  2023      X            2
47 2023-04-25  134.87  SHORT  2023      X            2
48 2023-04-18  138.60    BUY  2023      X            1
51 2023-03-31  143.30   SELL  2023      X            1
55 2023-02-09  137.20   SELL  2023      X            1
59 2022-12-30  129.71  SHORT  2022      X            1
62 2022-11-30  131.57    BUY  2022      X            1
63 2022-11-28  130.84   SELL  2022      X            1
66 2022-11-08  128.19    BUY  2022      X            1
67 2022-11-04  127.10   SELL  2022      X            1
74 2022-08-25  126.43    BUY  2022      X            1"
PFG,33,17,16,18,7,10,"         Date  Price Signal  Year Strike  StrikeCount
2  2024-06-26  79.64   SELL  2024      X            1
5  2024-05-30  81.08    BUY  2024      X            1
8  2024-04-30  79.67  SHORT  2024      X            2
9  2024-04-19  80.40    BUY  2024      X            1
12 2024-03-07  80.36  SHORT  2024      X            1
13 2024-02-27  80.68    BUY  2024      X            1
14 2024-02-21  79.71   SELL  2024      X            3
18 2023-12-29  78.67   SELL  2023      X            2
19 2023-12-26  79.13    BUY  2023      X            1
20 2023-12-15  78.87   SELL  2023      X            1
23 2023-10-17  71.22    BUY  2023      X            1
24 2023-10-13  69.76  SHORT  2023      X            1
32 2023-06-22  72.70   SELL  2023      X            1
37 2023-05-05  71.13    BUY  2023      X            5
39 2023-04-14  75.89    BUY  2023      X            4
40 2023-03-23  72.07  SHORT  2023      X            1
41 2023-03-20  72.85    BUY  2023      X            3
43 2023-03-01  89.93    BUY  2023      X            2
45 2023-02-13  93.00    BUY  2023      X            1
46 2023-02-01  92.26   SELL  2023      X            4
48 2023-01-18  88.00   SELL  2023      X            3
50 2022-12-28  84.73  SHORT  2022      X            1
51 2022-12-21  86.22    BUY  2022      X            4
53 2022-12-12  90.27    BUY  2022      X            3
54 2022-12-06  89.79   SELL  2022      X            2
55 2022-12-01  90.92    BUY  2022      X            2
56 2022-11-28  89.96  SHORT  2022      X            1
57 2022-11-07  90.03    BUY  2022      X            1
58 2022-11-02  87.53   SELL  2022      X            1
65 2022-08-25  77.59    BUY  2022      X            1"
PHM,45,27,18,20,9,5,"         Date   Price Signal  Year Strike  StrikeCount
2  2024-07-24  123.62   SELL  2024      X            2
4  2024-06-25  110.04  SHORT  2024      X           10
5  2024-06-13  115.47    BUY  2024      X            3
6  2024-06-04  114.15   SELL  2024      X            1
7  2024-05-30  114.84    BUY  2024      X            2
9  2024-05-20  119.20    BUY  2024      X            1
10 2024-05-14  116.18   SELL  2024      X            4
12 2024-04-30  112.72   SELL  2024      X            3
14 2024-04-16  106.86  SHORT  2024      X            9
15 2024-04-12  110.89    BUY  2024      X            2
16 2024-04-10  110.43   SELL  2024      X            2
17 2024-04-05  116.17    BUY  2024      X            1
18 2024-04-02  115.26  SHORT  2024      X            8
20 2024-03-05  110.45   SELL  2024      X            1
22 2024-02-16  101.70  SHORT  2024      X            7
23 2024-02-12  103.89    BUY  2024      X            3
25 2024-01-29  105.63    BUY  2024      X            2
26 2024-01-24  103.10  SHORT  2024      X            6
27 2023-12-26  103.18    BUY  2023      X            1
28 2023-12-18  102.00   SELL  2023      X            3
30 2023-11-21   87.29   SELL  2023      X            2
32 2023-11-08   81.69   SELL  2023      X            1
35 2023-10-09   72.55    BUY  2023      X            4
36 2023-10-05   71.87  SHORT  2023      X            5
37 2023-09-28   74.77    BUY  2023      X            3
38 2023-09-21   74.75  SHORT  2023      X            4
39 2023-09-19   76.99    BUY  2023      X            2
41 2023-09-07   80.45    BUY  2023      X            1
44 2023-08-25   78.00  SHORT  2023      X            3
45 2023-08-23   79.66    BUY  2023      X            5
46 2023-08-21   79.02  SHORT  2023      X            2
47 2023-08-14   83.33    BUY  2023      X            4
49 2023-08-07   84.75    BUY  2023      X            3
50 2023-08-03   81.45   SELL  2023      X            8
51 2023-08-01   84.49    BUY  2023      X            2
52 2023-07-20   81.31  SHORT  2023      X            1
53 2023-07-14   81.34    BUY  2023      X            1
54 2023-06-29   77.32   SELL  2023      X            7
58 2023-04-06   58.08   SELL  2023      X            6
60 2023-03-07   54.04  SHORT  2023      X            1
63 2023-02-01   57.06    BUY  2023      X            1
64 2023-01-30   51.99   SELL  2023      X            5
66 2022-12-28   45.37  SHORT  2022      X            1
67 2022-12-21   45.76    BUY  2022      X            1
68 2022-12-19   45.66   SELL  2022      X            4
70 2022-11-28   43.82   SELL  2022      X            3
71 2022-11-23   43.94    BUY  2022      X            1
72 2022-11-21   42.41   SELL  2022      X            2
76 2022-10-20   37.04   SELL  2022      X            1
77 2022-10-18   39.30    BUY  2022      X            1
80 2022-09-30   37.90  SHORT  2022      X            1
81 2022-09-28   39.33    BUY  2022      X            4
83 2022-09-19   40.04    BUY  2022      X            3
85 2022-09-08   40.82    BUY  2022      X            2
87 2022-08-24   41.57    BUY  2022      X            1"
RL,35,23,12,18,11,5,"         Date   Price Signal  Year Strike  StrikeCount
1  2024-07-29  169.14    BUY  2024      X            1
5  2024-06-20  183.80    BUY  2024      X            2
6  2024-06-14  183.58   SELL  2024      X            2
7  2024-06-10  185.28    BUY  2024      X            1
8  2024-06-04  183.31   SELL  2024      X            1
11 2024-03-27  185.96    BUY  2024      X            1
16 2024-01-12  140.81  SHORT  2024      X            2
17 2024-01-08  144.56    BUY  2024      X            1
18 2023-12-29  144.50   SELL  2023      X            1
21 2023-10-19  116.83    BUY  2023      X            2
22 2023-10-11  111.82  SHORT  2023      X            1
23 2023-09-26  113.43    BUY  2023      X            1
28 2023-07-13  128.20   SELL  2023      X            3
30 2023-06-23  120.54   SELL  2023      X            2
32 2023-05-19  109.12   SELL  2023      X            1
33 2023-05-12  111.73    BUY  2023      X            5
34 2023-05-10  111.21  SHORT  2023      X            3
35 2023-05-05  113.84    BUY  2023      X            4
36 2023-05-02  112.88  SHORT  2023      X            2
37 2023-04-28  114.79    BUY  2023      X            3
38 2023-04-26  111.99  SHORT  2023      X            1
39 2023-04-24  116.06    BUY  2023      X            2
41 2023-04-11  118.35    BUY  2023      X            1
42 2023-04-05  113.84   SELL  2023      X            3
45 2023-03-03  118.89    BUY  2023      X            1
48 2023-01-19  117.34   SELL  2023      X            2
49 2023-01-12  117.43    BUY  2023      X            1
50 2023-01-09  114.66   SELL  2023      X            1
54 2022-11-16  100.12   SELL  2022      X            2
56 2022-10-19   93.29   SELL  2022      X            1
60 2022-09-30   84.93  SHORT  2022      X            2
61 2022-09-27   85.52    BUY  2022      X            1
64 2022-09-01   90.80  SHORT  2022      X            1
65 2022-08-30   94.45    BUY  2022      X            2
67 2022-08-16   99.58    BUY  2022      X            1"
QRVO,37,21,16,17,7,9,"         Date   Price Signal  Year Strike  StrikeCount
2  2024-06-27  113.27   SELL  2024      X            1
4  2024-05-17   98.82  SHORT  2024      X            1
9  2024-04-09  116.07    BUY  2024      X            1
10 2024-04-01  114.16  SHORT  2024      X            1
14 2024-02-16  112.17   SELL  2024      X            1
20 2023-11-21   93.39   SELL  2023      X            1
22 2023-11-02   85.51  SHORT  2023      X            1
23 2023-10-31   87.08    BUY  2023      X            5
25 2023-10-17   92.67    BUY  2023      X            4
27 2023-10-06   94.70    BUY  2023      X            3
28 2023-09-27   94.56  SHORT  2023      X            2
29 2023-09-25   95.34    BUY  2023      X            2
30 2023-09-20   95.21  SHORT  2023      X            1
31 2023-09-14   95.88    BUY  2023      X            1
35 2023-07-31  110.02    BUY  2023      X            2
36 2023-07-19  105.84   SELL  2023      X            3
37 2023-07-13  106.56    BUY  2023      X            1
38 2023-07-05   99.92   SELL  2023      X            2
40 2023-05-05   92.91   SELL  2023      X            1
43 2023-03-31  100.79    BUY  2023      X            1
44 2023-03-27  100.43   SELL  2023      X            3
47 2023-03-03  101.96    BUY  2023      X            2
49 2023-02-14  105.93    BUY  2023      X            1
50 2023-02-06  104.75   SELL  2023      X            2
52 2023-01-19   98.87   SELL  2023      X            1
54 2022-12-27   89.53  SHORT  2022      X            1
55 2022-12-21   92.68    BUY  2022      X            4
57 2022-12-05   97.56    BUY  2022      X            3
58 2022-11-28   94.21   SELL  2022      X            3
59 2022-11-23   97.39    BUY  2022      X            2
60 2022-11-16   93.94   SELL  2022      X            2
61 2022-11-11   94.50    BUY  2022      X            1
62 2022-11-02   85.67   SELL  2022      X            1
65 2022-10-04   84.80    BUY  2022      X            5
67 2022-09-19   86.34    BUY  2022      X            4
68 2022-09-14   86.10  SHORT  2022      X            1
69 2022-09-08   90.61    BUY  2022      X            3
71 2022-08-12  110.31    BUY  2022      X            2
72 2022-08-09  103.61   SELL  2022      X            1
73 2022-08-03  104.58    BUY  2022      X            1"
PWR,38,23,15,27,8,9,"         Date   Price Signal  Year Strike  StrikeCount
1  2024-07-31  260.89    BUY  2024      X            2
2  2024-07-24  260.07  SHORT  2024      X            2
3  2024-07-22  265.73    BUY  2024      X            1
4  2024-07-17  255.76  SHORT  2024      X            1
7  2024-06-12  276.79    BUY  2024      X            1
10 2024-05-14  264.38   SELL  2024      X            1
12 2024-05-01  256.98  SHORT  2024      X            1
16 2024-03-05  239.71   SELL  2024      X            5
18 2024-02-13  206.84   SELL  2024      X            4
23 2023-12-26  214.66    BUY  2023      X            1
24 2023-12-20  213.23   SELL  2023      X            3
26 2023-11-17  183.11   SELL  2023      X            2
28 2023-11-06  168.46   SELL  2023      X            1
29 2023-11-02  170.63    BUY  2023      X            2
31 2023-10-17  177.08    BUY  2023      X            1
36 2023-08-11  200.17  SHORT  2023      X            3
37 2023-08-01  201.89    BUY  2023      X            1
38 2023-07-27  201.85   SELL  2023      X            6
40 2023-07-13  198.27   SELL  2023      X            5
42 2023-06-23  186.61   SELL  2023      X            4
44 2023-06-01  176.30   SELL  2023      X            3
46 2023-05-23  168.51   SELL  2023      X            2
47 2023-05-09  169.52    BUY  2023      X            2
48 2023-05-04  165.35   SELL  2023      X            1
49 2023-04-28  169.64    BUY  2023      X            1
50 2023-04-26  165.14  SHORT  2023      X            2
56 2023-02-21  153.35  SHORT  2023      X            1
57 2023-02-15  154.90    BUY  2023      X            1
58 2023-02-10  151.76   SELL  2023      X            2
60 2023-01-18  147.26   SELL  2023      X            1
63 2022-12-21  144.50    BUY  2022      X            1"
REG,37,22,15,20,8,10,"         Date  Price Signal  Year Strike  StrikeCount
3  2024-07-01  61.86  SHORT  2024      X            1
5  2024-06-04  61.56   SELL  2024      X            8
7  2024-05-06  58.93   SELL  2024      X            7
8  2024-04-30  59.22    BUY  2024      X            1
9  2024-04-25  59.06   SELL  2024      X            6
12 2024-04-08  59.19    BUY  2024      X            4
14 2024-03-28  60.56    BUY  2024      X            3
15 2024-03-25  59.12  SHORT  2024      X            1
16 2024-03-21  60.65    BUY  2024      X            2
17 2024-03-13  60.62   SELL  2024      X            5
18 2024-03-11  61.95    BUY  2024      X            1
19 2024-03-06  61.71   SELL  2024      X            4
22 2023-12-26  67.09    BUY  2023      X            1
23 2023-12-20  66.13   SELL  2023      X            3
25 2023-12-06  64.12   SELL  2023      X            2
27 2023-11-16  61.70   SELL  2023      X            1
36 2023-07-31  65.51    BUY  2023      X            1
37 2023-07-25  65.47   SELL  2023      X            2
39 2023-07-07  61.67   SELL  2023      X            1
44 2023-05-15  58.89    BUY  2023      X            4
46 2023-04-28  60.72    BUY  2023      X            3
47 2023-04-24  60.33   SELL  2023      X            2
48 2023-04-18  60.68    BUY  2023      X            2
49 2023-04-14  59.77   SELL  2023      X            1
50 2023-04-11  60.73    BUY  2023      X            1
51 2023-04-05  60.35  SHORT  2023      X            1
54 2023-02-13  65.91    BUY  2023      X            1
60 2022-12-07  65.63    BUY  2022      X            3
61 2022-12-05  65.33  SHORT  2022      X            2
62 2022-11-30  66.06    BUY  2022      X            2
63 2022-11-28  65.38   SELL  2022      X            2
64 2022-11-15  65.48    BUY  2022      X            1
65 2022-11-08  63.42   SELL  2022      X            1
67 2022-10-20  54.31  SHORT  2022      X            1
68 2022-10-17  54.89    BUY  2022      X            1"
O,38,22,15,18,9,9,"         Date  Price Signal  Year Strike  StrikeCount
1  2024-07-24  57.26   SELL  2024      X            1
4  2024-06-14  53.37    BUY  2024      X            1
8  2024-04-08  53.23    BUY  2024      X            1
9  2024-04-02  52.87   SELL  2024      X            2
11 2024-03-06  52.16   SELL  2024      X            1
12 2024-03-01  52.24    BUY  2024      X            2
14 2024-02-01  55.25    BUY  2024      X            1
17 2024-01-04  57.69   SELL  2024      X            2
19 2023-12-18  57.10   SELL  2023      X            1
23 2023-11-09  50.27   SELL  2023      X            1
25 2023-10-30  47.34  SHORT  2023      X            1
26 2023-10-26  49.78    BUY  2023      X            1
30 2023-08-23  56.72    BUY  2023      X            2
32 2023-08-07  59.66    BUY  2023      X            1
35 2023-07-10  59.32  SHORT  2023      X            2
36 2023-07-05  60.40    BUY  2023      X            2
37 2023-06-30  59.79   SELL  2023      X            1
38 2023-06-27  60.19    BUY  2023      X            1
42 2023-05-05  62.50    BUY  2023      X            2
43 2023-05-02  61.93  SHORT  2023      X            1
44 2023-04-28  62.49    BUY  2023      X            1
45 2023-04-26  61.79   SELL  2023      X            6
49 2023-03-22  60.80  SHORT  2023      X            1
50 2023-03-15  63.06    BUY  2023      X            1
54 2023-02-13  67.15    BUY  2023      X            1
57 2023-01-18  66.04   SELL  2023      X            5
59 2022-12-28  63.66   SELL  2022      X            4
60 2022-12-21  64.24    BUY  2022      X            3
61 2022-12-16  63.48   SELL  2022      X            3
62 2022-12-09  64.45    BUY  2022      X            2
63 2022-12-01  62.93  SHORT  2022      X            2
64 2022-11-21  64.86    BUY  2022      X            1
65 2022-11-14  64.61   SELL  2022      X            2
67 2022-11-02  61.45   SELL  2022      X            1
69 2022-10-12  57.53  SHORT  2022      X            1
70 2022-10-03  59.10    BUY  2022      X            3
72 2022-09-07  68.27    BUY  2022      X            2
74 2022-08-08  73.26    BUY  2022      X            1"
RTX,31,18,13,20,10,6,"         Date   Price Signal  Year Strike  StrikeCount
2  2024-07-19  103.48   SELL  2024      X            1
6  2024-05-13  105.80   SELL  2024      X            4
8  2024-05-01  101.22   SELL  2024      X            3
10 2024-02-28   89.92  SHORT  2024      X            1
11 2024-02-23   90.01    BUY  2024      X            2
13 2024-02-05   91.58    BUY  2024      X            1
14 2024-01-29   90.08   SELL  2024      X            2
16 2024-01-05   85.38   SELL  2024      X            1
23 2023-08-30   86.04    BUY  2023      X            1
24 2023-08-15   85.82  SHORT  2023      X            2
26 2023-08-03   85.16  SHORT  2023      X            1
27 2023-07-31   87.75    BUY  2023      X            2
29 2023-06-21   98.63    BUY  2023      X            1
33 2023-05-15   96.60    BUY  2023      X            1
38 2023-04-05   98.89   SELL  2023      X            1
40 2023-03-08   97.66  SHORT  2023      X            4
41 2023-03-02   98.41    BUY  2023      X            1
47 2022-12-30  100.63    BUY  2022      X            2
48 2022-12-28   99.14  SHORT  2022      X            3
49 2022-12-21   99.36    BUY  2022      X            1
52 2022-11-11   93.65   SELL  2022      X            1
54 2022-10-10   84.16  SHORT  2022      X            2
55 2022-10-05   84.85    BUY  2022      X            1
56 2022-09-30   81.98  SHORT  2022      X            1
59 2022-09-09   87.74    BUY  2022      X            1"
RF,35,16,19,18,6,10,"         Date  Price Signal  Year Strike  StrikeCount
1  2024-07-26  22.71    BUY  2024      X            1
2  2024-07-24  22.17   SELL  2024      X            2
4  2024-07-05  19.80   SELL  2024      X            1
6  2024-06-05  18.73  SHORT  2024      X            1
7  2024-05-31  19.27    BUY  2024      X            1
12 2024-03-14  19.13   SELL  2024      X            1
14 2024-02-22  18.23  SHORT  2024      X            1
17 2024-01-22  18.83    BUY  2024      X            2
19 2023-12-22  19.27    BUY  2023      X            1
20 2023-12-18  19.13   SELL  2023      X            3
22 2023-11-21  16.13   SELL  2023      X            2
25 2023-10-17  16.61    BUY  2023      X            4
26 2023-10-03  16.38  SHORT  2023      X            1
27 2023-09-28  17.04    BUY  2023      X            3
29 2023-09-12  18.13    BUY  2023      X            2
31 2023-08-29  18.87    BUY  2023      X            1
34 2023-07-21  19.74   SELL  2023      X            1
36 2023-07-06  17.91  SHORT  2023      X            1
41 2023-04-28  18.08    BUY  2023      X            6
43 2023-04-06  18.36    BUY  2023      X            5
44 2023-04-04  18.31  SHORT  2023      X            2
45 2023-03-28  18.31    BUY  2023      X            4
46 2023-03-23  17.74  SHORT  2023      X            1
47 2023-03-21  18.84    BUY  2023      X            3
49 2023-02-24  23.17    BUY  2023      X            2
51 2023-02-13  23.90    BUY  2023      X            1
52 2023-02-06  23.74   SELL  2023      X            2
54 2023-01-18  22.12   SELL  2023      X            1
56 2022-12-13  21.81  SHORT  2022      X            3
57 2022-12-08  21.86    BUY  2022      X            3
59 2022-11-30  22.94    BUY  2022      X            2
60 2022-11-28  22.54  SHORT  2022      X            2
61 2022-11-25  22.87    BUY  2022      X            1
62 2022-11-09  22.46   SELL  2022      X            1
64 2022-10-06  20.94  SHORT  2022      X            1"
RSG,35,22,12,20,9,9,"         Date   Price Signal  Year Strike  StrikeCount
3  2024-06-07  186.95   SELL  2024      X            1
6  2024-05-16  187.70    BUY  2024      X            2
8  2024-05-07  187.87    BUY  2024      X            1
11 2024-04-12  188.30   SELL  2024      X            7
12 2024-04-10  188.97    BUY  2024      X            2
13 2024-04-04  187.38  SHORT  2024      X            3
14 2024-03-22  190.24    BUY  2024      X            1
15 2024-03-20  187.80   SELL  2024      X            6
17 2024-02-20  180.01   SELL  2024      X            5
19 2024-02-09  173.49   SELL  2024      X            4
21 2024-01-05  163.52  SHORT  2024      X            2
22 2023-12-28  164.31    BUY  2023      X            2
23 2023-12-20  162.20   SELL  2023      X            3
24 2023-12-13  165.76    BUY  2023      X            1
25 2023-12-05  162.06   SELL  2023      X            2
27 2023-10-18  147.35   SELL  2023      X            1
29 2023-10-02  141.87  SHORT  2023      X            1
30 2023-09-07  145.62    BUY  2023      X            3
32 2023-08-14  148.02    BUY  2023      X            2
34 2023-08-02  152.57    BUY  2023      X            1
37 2023-07-07  150.33   SELL  2023      X            1
40 2023-05-19  145.09    BUY  2023      X            1
43 2023-04-19  137.54   SELL  2023      X            2
45 2023-04-10  134.95   SELL  2023      X            1
49 2023-03-10  127.85   SELL  2023      X            1
50 2023-03-06  129.43    BUY  2023      X            1
53 2023-02-14  125.48   SELL  2023      X            1
56 2022-12-21  131.10    BUY  2022      X            1
60 2022-11-08  131.82    BUY  2022      X            1
64 2022-10-04  141.06    BUY  2022      X            1"
SPGI,35,23,12,19,9,6,"         Date   Price Signal  Year Strike  StrikeCount
1  2024-07-26  489.82    BUY  2024      X            1
2  2024-07-18  485.00   SELL  2024      X            3
4  2024-06-28  446.00   SELL  2024      X            2
5  2024-06-25  447.29    BUY  2024      X            1
6  2024-06-14  434.40   SELL  2024      X            1
10 2024-04-15  419.97  SHORT  2024      X            3
11 2024-04-03  426.46    BUY  2024      X            4
12 2024-03-22  419.93   SELL  2024      X            1
13 2024-03-08  428.23    BUY  2024      X            3
15 2024-01-25  448.88    BUY  2024      X            2
16 2024-01-03  431.91  SHORT  2024      X            2
17 2023-12-26  436.23    BUY  2023      X            1
18 2023-12-20  434.38   SELL  2023      X            2
20 2023-11-27  412.25   SELL  2023      X            1
25 2023-09-14  395.65    BUY  2023      X            1
26 2023-08-31  390.86   SELL  2023      X            1
28 2023-08-21  380.70  SHORT  2023      X            1
29 2023-08-07  388.91    BUY  2023      X            1
34 2023-06-07  375.72   SELL  2023      X            1
36 2023-05-24  360.35  SHORT  2023      X            2
40 2023-04-24  349.90   SELL  2023      X            1
44 2023-03-23  333.19  SHORT  2023      X            1
47 2023-03-03  343.66    BUY  2023      X            3
49 2023-02-13  365.98    BUY  2023      X            2
51 2023-01-31  374.28    BUY  2023      X            1
52 2023-01-26  367.38   SELL  2023      X            4
54 2022-12-27  331.32  SHORT  2022      X            1
55 2022-12-21  336.19    BUY  2022      X            3
57 2022-12-01  358.08    BUY  2022      X            2
58 2022-11-29  349.54   SELL  2022      X            3
59 2022-11-25  357.91    BUY  2022      X            1
60 2022-11-17  346.77   SELL  2022      X            2
62 2022-11-01  320.17   SELL  2022      X            1
65 2022-10-04  319.89    BUY  2022      X            1
69 2022-08-25  376.96    BUY  2022      X            1"
STX,34,20,14,22,12,5,"         Date  Price Signal  Year Strike  StrikeCount
4  2024-05-30  93.82   SELL  2024      X            1
6  2024-05-01  85.81  SHORT  2024      X            2
12 2024-02-13  87.16  SHORT  2024      X            1
13 2024-02-02  87.21    BUY  2024      X            1
17 2023-12-26  85.70    BUY  2023      X            1
18 2023-12-15  84.44   SELL  2023      X            3
20 2023-10-19  68.03   SELL  2023      X            2
22 2023-09-25  64.69   SELL  2023      X            1
26 2023-08-25  64.60  SHORT  2023      X            2
27 2023-08-21  65.23    BUY  2023      X            1
30 2023-07-20  59.30  SHORT  2023      X            1
31 2023-07-11  61.06    BUY  2023      X            1
36 2023-06-06  59.21   SELL  2023      X            2
37 2023-06-02  62.21    BUY  2023      X            1
38 2023-05-24  61.53   SELL  2023      X            1
40 2023-05-11  56.80  SHORT  2023      X            1
46 2023-04-04  65.34  SHORT  2023      X            2
49 2023-02-13  71.33    BUY  2023      X            1
50 2023-02-09  70.26   SELL  2023      X            2
52 2023-01-03  52.11   SELL  2023      X            1
55 2022-12-08  53.23    BUY  2022      X            1
58 2022-11-02  50.06  SHORT  2022      X            1
59 2022-10-17  53.06    BUY  2022      X            5
61 2022-10-04  56.03    BUY  2022      X            4
62 2022-09-30  54.12  SHORT  2022      X            1
63 2022-09-27  56.53    BUY  2022      X            3
65 2022-09-08  65.93    BUY  2022      X            2
67 2022-08-11  81.69    BUY  2022      X            1"
SPG,36,25,11,23,14,6,"         Date   Price Signal  Year Strike  StrikeCount
1  2024-07-29  152.83    BUY  2024      X            1
4  2024-07-01  147.23  SHORT  2024      X            2
8  2024-05-13  147.10   SELL  2024      X            1
10 2024-04-26  142.36  SHORT  2024      X            1
13 2024-04-08  150.36    BUY  2024      X            2
15 2024-03-13  151.49    BUY  2024      X            1
16 2024-03-07  149.70   SELL  2024      X            2
18 2024-02-14  143.45   SELL  2024      X            1
23 2023-12-26  143.66    BUY  2023      X            1
24 2023-12-18  143.62   SELL  2023      X            2
26 2023-11-22  121.25   SELL  2023      X            1
31 2023-10-17  109.34    BUY  2023      X            1
36 2023-06-20  110.73   SELL  2023      X            1
39 2023-05-15  106.93    BUY  2023      X            1
42 2023-04-21  110.66   SELL  2023      X            1
46 2023-03-23  103.88  SHORT  2023      X            1
47 2023-03-21  109.12    BUY  2023      X            2
49 2023-02-23  122.30    BUY  2023      X            1
54 2023-01-10  117.12   SELL  2023      X            1
55 2022-12-30  117.48    BUY  2022      X            1
58 2022-12-08  117.20  SHORT  2022      X            2
59 2022-11-30  118.26    BUY  2022      X            2
60 2022-11-16  117.04   SELL  2022      X            2
61 2022-11-11  120.20    BUY  2022      X            1
62 2022-11-09  114.13   SELL  2022      X            1
64 2022-10-07   93.10  SHORT  2022      X            1
67 2022-09-07  102.07    BUY  2022      X            2
69 2022-08-25  108.24    BUY  2022      X            1"
NOW,40,26,14,20,11,7,"         Date   Price Signal  Year Strike  StrikeCount
1  2024-07-26  827.61    BUY  2024      X            1
2  2024-07-24  750.84   SELL  2024      X            1
6  2024-07-09  746.97   SELL  2024      X            2
8  2024-06-13  709.76   SELL  2024      X            1
12 2024-05-14  722.74   SELL  2024      X            1
13 2024-05-06  725.68    BUY  2024      X            3
14 2024-05-01  690.10  SHORT  2024      X            1
15 2024-04-23  730.96    BUY  2024      X            2
17 2024-04-05  775.37    BUY  2024      X            1
18 2024-03-27  772.55   SELL  2024      X            1
21 2024-03-12  772.03    BUY  2024      X            3
22 2024-03-06  746.65  SHORT  2024      X            4
23 2024-03-01  773.63    BUY  2024      X            2
24 2024-02-28  759.79  SHORT  2024      X            3
25 2024-02-26  778.72    BUY  2024      X            1
30 2023-10-20  547.73   SELL  2023      X            2
31 2023-10-17  557.12    BUY  2023      X            1
32 2023-10-13  555.35   SELL  2023      X            1
34 2023-09-27  546.38  SHORT  2023      X            2
35 2023-09-25  559.25    BUY  2023      X            1
38 2023-08-24  563.25   SELL  2023      X            2
40 2023-08-04  560.22  SHORT  2023      X            1
42 2023-06-21  554.85   SELL  2023      X            1
47 2023-04-28  456.90    BUY  2023      X            2
49 2023-04-19  475.59    BUY  2023      X            1
50 2023-04-14  464.25   SELL  2023      X            2
52 2023-03-20  435.49   SELL  2023      X            1
57 2023-02-13  461.04    BUY  2023      X            1
58 2023-02-06  455.22   SELL  2023      X            1
61 2022-12-29  389.85    BUY  2022      X            4
62 2022-12-28  378.44  SHORT  2022      X            1
63 2022-12-21  390.32    BUY  2022      X            3
65 2022-12-01  418.34    BUY  2022      X            2
66 2022-11-28  401.93   SELL  2022      X            2
67 2022-11-23  402.38    BUY  2022      X            1
68 2022-11-18  399.38   SELL  2022      X            1
71 2022-10-04  404.17    BUY  2022      X            1
72 2022-09-30  381.64  SHORT  2022      X            1
75 2022-09-07  434.74    BUY  2022      X            3
77 2022-08-25  465.52    BUY  2022      X            2
79 2022-08-12  506.51    BUY  2022      X            1"
